date,season,neutral,home,away,elo_h,elo_a
11/5/2022,2022,0,HOU,PHI,1600.129119,1546.433821
11/3/2022,2022,0,PHI,HOU,1548.259208,1598.303732
11/2/2022,2022,0,PHI,HOU,1552.32124,1594.241701
11/1/2022,2022,0,PHI,HOU,1546.100348,1600.462592
10/29/2022,2022,0,HOU,PHI,1598.279125,1548.283816
10/28/2022,2022,0,HOU,PHI,1601.186024,1545.376917
10/23/2022,2022,0,NYY,HOU,1564.027651,1599.249636
10/23/2022,2022,0,PHI,SDP,1543.645311,1532.208444
10/22/2022,2022,0,PHI,SDP,1540.26769,1535.586065
10/22/2022,2022,0,NYY,HOU,1568.349589,1594.927698
10/21/2022,2022,0,PHI,SDP,1537.828958,1538.024797
10/20/2022,2022,0,HOU,NYY,1593.310791,1569.966497
10/19/2022,2022,0,HOU,NYY,1591.121049,1572.156238
10/19/2022,2022,0,SDP,PHI,1534.848151,1541.005603
10/18/2022,2022,0,SDP,PHI,1538.065914,1537.787841
10/18/2022,2022,0,NYY,CLE,1569.315123,1538.67886
10/16/2022,2022,0,CLE,NYY,1541.320463,1566.67352
10/15/2022,2022,0,SDP,LAD,1534.539292,1605.0034
10/15/2022,2022,0,CLE,NYY,1539.218879,1568.775104
10/15/2022,2022,0,SEA,HOU,1536.83359,1589.274189
10/15/2022,2022,0,PHI,ATL,1532.966243,1574.575964
10/14/2022,2022,0,SDP,LAD,1531.749857,1607.792835
10/14/2022,2022,0,PHI,ATL,1526.191728,1581.350479
10/14/2022,2022,0,NYY,CLE,1572.224866,1535.769117
10/13/2022,2022,0,HOU,SEA,1587.468047,1538.639732
10/12/2022,2022,0,LAD,SDP,1612.275376,1527.267316
10/12/2022,2022,0,ATL,PHI,1579.195848,1528.346359
10/11/2022,2022,0,LAD,SDP,1610.798556,1528.744136
10/11/2022,2022,0,NYY,CLE,1569.816766,1538.177217
10/11/2022,2022,0,HOU,SEA,1586.072022,1540.035757
10/11/2022,2022,0,ATL,PHI,1582.069272,1525.472935
10/9/2022,2022,0,NYM,SDP,1546.73499,1522.636401
10/8/2022,2022,0,STL,PHI,1537.006998,1522.205591
10/8/2022,2022,0,NYM,SDP,1543.593369,1525.778022
10/8/2022,2022,0,TOR,SEA,1547.279582,1537.657726
10/8/2022,2022,0,CLE,TBD,1536.381835,1534.821272
10/7/2022,2022,0,NYM,SDP,1549.852158,1519.519233
10/7/2022,2022,0,TOR,SEA,1551.930492,1533.006816
10/7/2022,2022,0,STL,PHI,1541.124874,1518.087714
10/7/2022,2022,0,CLE,TBD,1534.550476,1536.652631
10/5/2022,2022,0,LAD,COL,1609.563689,1456.28427
10/5/2022,2022,0,SEA,DET,1532.071989,1459.130818
10/5/2022,2022,0,SDP,SFG,1523.635652,1514.977278
10/5/2022,2022,0,NYM,WSN,1547.993975,1431.193587
10/5/2022,2022,0,MIL,ARI,1518.051556,1486.367848
10/5/2022,2022,0,HOU,PHI,1585.125589,1519.034148
10/5/2022,2022,0,FLA,ATL,1461.135032,1585.184208
10/5/2022,2022,0,CLE,KCR,1532.251922,1455.802689
10/5/2022,2022,0,CIN,CHC,1447.108228,1475.820646
10/5/2022,2022,0,CHW,MIN,1501.455489,1485.308653
10/5/2022,2022,0,BOS,TBD,1492.233161,1538.976138
10/5/2022,2022,0,TEX,NYY,1459.501938,1572.055313
10/5/2022,2022,0,PIT,STL,1431.360637,1543.597513
10/5/2022,2022,0,BAL,TOR,1497.731353,1549.614599
10/5/2022,2022,0,OAK,ANA,1449.535935,1487.888751
10/5/2022,2022,0,BAL,TOR,1496.214588,1551.131364
10/4/2022,2022,0,SEA,DET,1530.562614,1460.640192
10/4/2022,2022,0,LAD,COL,1613.617723,1452.230236
10/4/2022,2022,0,SDP,SFG,1521.220082,1517.392847
10/4/2022,2022,0,OAK,ANA,1448.055889,1489.368798
10/4/2022,2022,0,NYM,WSN,1545.927096,1433.260465
10/4/2022,2022,0,HOU,PHI,1581.959106,1522.200631
10/4/2022,2022,0,CHW,MIN,1498.900328,1487.863814
10/4/2022,2022,0,TEX,NYY,1457.67899,1573.878261
10/4/2022,2022,0,MIL,ARI,1516.203746,1488.215658
10/4/2022,2022,0,BOS,TBD,1488.664687,1542.544611
10/4/2022,2022,0,FLA,ATL,1462.074834,1584.244406
10/4/2022,2022,0,CIN,CHC,1445.693173,1477.235701
10/4/2022,2022,0,PIT,STL,1432.351425,1542.606725
10/4/2022,2022,0,SEA,DET,1529.60371,1461.599097
10/4/2022,2022,0,CLE,KCR,1531.097236,1456.957375
10/4/2022,2022,0,NYM,WSN,1544.946378,1434.241184
10/4/2022,2022,0,TEX,NYY,1458.604261,1572.95299
10/3/2022,2022,0,LAD,COL,1616.269539,1449.57842
10/3/2022,2022,0,SEA,DET,1531.528639,1459.674168
10/3/2022,2022,0,SDP,SFG,1519.100634,1519.512295
10/3/2022,2022,0,OAK,ANA,1446.560821,1490.863866
10/3/2022,2022,0,HOU,PHI,1584.931396,1519.22834
10/3/2022,2022,0,CHW,MIN,1497.696277,1489.067866
10/3/2022,2022,0,MIL,ARI,1515.026359,1489.393045
10/3/2022,2022,0,BOS,TBD,1487.137991,1544.071308
10/3/2022,2022,0,TEX,NYY,1459.76582,1571.791431
10/3/2022,2022,0,BAL,TOR,1498.545585,1548.800367
10/3/2022,2022,0,FLA,ATL,1458.397784,1587.921456
10/3/2022,2022,0,CIN,CHC,1443.794612,1479.134262
10/3/2022,2022,0,PIT,STL,1430.450785,1544.507365
10/3/2022,2022,0,CLE,KCR,1534.109337,1453.945274
10/2/2022,2022,0,ATL,NYM,1586.520299,1546.347535
10/2/2022,2022,0,SEA,OAK,1536.779279,1441.31018
10/2/2022,2022,0,SDP,CHW,1520.849322,1495.94759
10/2/2022,2022,0,LAD,COL,1620.507649,1445.34031
10/2/2022,2022,0,ANA,TEX,1488.431108,1462.198578
10/2/2022,2022,0,SFG,ARI,1518.34168,1490.563659
10/2/2022,2022,0,CHC,CIN,1476.207663,1446.721212
10/2/2022,2022,0,STL,PIT,1547.339043,1427.619107
10/2/2022,2022,0,MIL,FLA,1516.899308,1456.524835
10/2/2022,2022,0,HOU,TBD,1583.502382,1545.500323
10/2/2022,2022,0,CLE,KCR,1532.977241,1455.07737
10/2/2022,2022,0,TOR,BOS,1547.254351,1488.684007
10/2/2022,2022,0,WSN,PHI,1437.155866,1516.313658
10/2/2022,2022,0,NYY,BAL,1574.235696,1496.101321
10/2/2022,2022,0,DET,MIN,1457.45433,1491.287703
10/1/2022,2022,0,LAD,COL,1619.827261,1446.020698
10/1/2022,2022,0,ANA,TEX,1487.272854,1463.356832
10/1/2022,2022,0,SDP,CHW,1518.908397,1497.888514
10/1/2022,2022,0,HOU,TBD,1582.408055,1546.59465
10/1/2022,2022,0,ATL,NYM,1585.100814,1547.76702
10/1/2022,2022,0,STL,PIT,1544.999955,1429.958195
10/1/2022,2022,0,MIL,FLA,1518.792551,1454.631592
10/1/2022,2022,0,WSN,PHI,1439.878551,1513.590973
10/1/2022,2022,0,DET,MIN,1456.027291,1492.714742
10/1/2022,2022,0,CLE,KCR,1537.55281,1450.501801
10/1/2022,2022,0,SEA,OAK,1535.221213,1442.868247
10/1/2022,2022,0,SFG,ARI,1521.546679,1487.35866
10/1/2022,2022,0,TOR,BOS,1543.991939,1491.946419
10/1/2022,2022,0,CHC,CIN,1475.066484,1447.862391
10/1/2022,2022,0,WSN,PHI,1434.715363,1518.754161
10/1/2022,2022,0,NYY,BAL,1571.689218,1498.647799
9/30/2022,2022,0,SFG,ARI,1518.848305,1490.057035
9/30/2022,2022,0,LAD,COL,1618.279629,1447.56833
9/30/2022,2022,0,SEA,OAK,1534.371098,1443.718362
9/30/2022,2022,0,SDP,CHW,1521.172873,1495.624038
9/30/2022,2022,0,ANA,TEX,1485.384451,1465.245235
9/30/2022,2022,0,STL,PIT,1544.273482,1430.684668
9/30/2022,2022,0,MIL,FLA,1517.799906,1455.624237
9/30/2022,2022,0,HOU,TBD,1585.648881,1543.353824
9/30/2022,2022,0,ATL,NYM,1583.338764,1549.52907
9/30/2022,2022,0,DET,MIN,1459.495906,1489.246128
9/30/2022,2022,0,CLE,KCR,1536.207663,1451.846948
9/30/2022,2022,0,TOR,BOS,1540.848664,1495.089694
9/30/2022,2022,0,NYY,BAL,1573.556653,1496.780364
9/30/2022,2022,0,CHC,CIN,1472.591915,1450.336959
9/30/2022,2022,0,WSN,PHI,1436.81859,1516.650934
9/29/2022,2022,0,SFG,COL,1517.590287,1448.826348
9/29/2022,2022,0,SEA,TEX,1533.408252,1466.20808
9/29/2022,2022,0,SDP,LAD,1522.910948,1616.541554
9/29/2022,2022,0,ANA,OAK,1483.956745,1445.146068
9/29/2022,2022,0,MIL,FLA,1520.295664,1453.128479
9/29/2022,2022,0,CLE,TBD,1534.913304,1544.648182
9/29/2022,2022,0,CHC,PHI,1470.588991,1518.653858
9/29/2022,2022,0,BOS,BAL,1493.472605,1498.397453
9/29/2022,2022,0,MIN,CHW,1490.711879,1494.158287
9/29/2022,2022,0,DET,KCR,1456.275877,1455.066977
9/28/2022,2022,0,SFG,COL,1516.040779,1450.375857
9/28/2022,2022,0,SEA,TEX,1532.131271,1467.485062
9/28/2022,2022,0,SDP,LAD,1524.037927,1615.414575
9/28/2022,2022,0,ANA,OAK,1482.189726,1446.913086
9/28/2022,2022,0,HOU,ARI,1588.940036,1486.765879
9/28/2022,2022,0,MIN,CHW,1488.337093,1496.533073
9/28/2022,2022,0,MIL,STL,1517.600216,1546.96893
9/28/2022,2022,0,CHC,PHI,1468.559076,1520.683773
9/28/2022,2022,0,NYM,FLA,1548.712571,1453.944979
9/28/2022,2022,0,BOS,BAL,1491.835002,1500.035056
9/28/2022,2022,0,TOR,NYY,1543.741156,1570.664161
9/28/2022,2022,0,WSN,ATL,1434.734143,1585.423211
9/28/2022,2022,0,DET,KCR,1455.023042,1456.319811
9/28/2022,2022,0,CLE,TBD,1533.606076,1545.955411
9/28/2022,2022,0,PIT,CIN,1429.261024,1451.760603
9/27/2022,2022,0,SFG,COL,1514.466521,1451.950115
9/27/2022,2022,0,SEA,TEX,1536.175459,1463.440874
9/27/2022,2022,0,SDP,LAD,1522.168897,1617.283605
9/27/2022,2022,0,ANA,OAK,1481.077124,1448.025689
9/27/2022,2022,0,HOU,ARI,1586.687949,1489.017967
9/27/2022,2022,0,MIN,CHW,1485.918359,1498.951807
9/27/2022,2022,0,MIL,STL,1520.243671,1544.325475
9/27/2022,2022,0,CHC,PHI,1467.002459,1522.24039
9/27/2022,2022,0,NYM,FLA,1551.40765,1451.249899
9/27/2022,2022,0,BOS,BAL,1489.408077,1502.461981
9/27/2022,2022,0,TOR,NYY,1545.945952,1568.459365
9/27/2022,2022,0,WSN,ATL,1436.621323,1583.536031
9/27/2022,2022,0,DET,KCR,1453.757758,1457.585096
9/27/2022,2022,0,PIT,CIN,1426.964361,1454.057266
9/27/2022,2022,0,CLE,TBD,1535.042147,1544.519339
9/26/2022,2022,0,BOS,BAL,1492.836215,1499.033843
9/26/2022,2022,0,TOR,NYY,1544.575186,1569.830131
9/26/2022,2022,0,WSN,ATL,1438.925154,1581.2322
9/26/2022,2022,0,PIT,CIN,1423.871486,1457.15014
9/25/2022,2022,0,NYY,BOS,1568.674353,1493.991993
9/25/2022,2022,0,LAD,STL,1615.736386,1545.872694
9/25/2022,2022,0,OAK,NYM,1451.145343,1548.287996
9/25/2022,2022,0,ARI,SFG,1490.388922,1513.095565
9/25/2022,2022,0,COL,SDP,1454.91047,1519.208542
9/25/2022,2022,0,TEX,CLE,1466.144237,1532.338784
9/25/2022,2022,0,MIN,ANA,1489.926526,1477.068957
9/25/2022,2022,0,KCR,SEA,1455.935087,1537.825468
9/25/2022,2022,0,CHW,DET,1501.740831,1450.968734
9/25/2022,2022,0,FLA,WSN,1454.719581,1435.455472
9/25/2022,2022,0,CIN,MIL,1455.562459,1521.831353
9/25/2022,2022,0,PIT,CHC,1426.719125,1464.15482
9/25/2022,2022,0,TBD,TOR,1548.214107,1540.880417
9/25/2022,2022,0,PHI,ATL,1523.468274,1580.004316
9/25/2022,2022,0,BAL,HOU,1500.756972,1584.964819
9/24/2022,2022,0,LAD,STL,1613.91029,1547.69879
9/24/2022,2022,0,COL,SDP,1457.652979,1516.466033
9/24/2022,2022,0,ARI,SFG,1488.181031,1515.303456
9/24/2022,2022,0,MIN,ANA,1487.702439,1479.293044
9/24/2022,2022,0,KCR,SEA,1457.026278,1536.734276
9/24/2022,2022,0,CHW,DET,1505.540089,1447.169476
9/24/2022,2022,0,TEX,CLE,1467.597594,1530.885427
9/24/2022,2022,0,BAL,HOU,1501.836793,1583.884999
9/24/2022,2022,0,CIN,MIL,1458.980837,1518.412974
9/24/2022,2022,0,PIT,CHC,1423.146188,1467.727757
9/24/2022,2022,0,TBD,TOR,1550.316566,1538.777959
9/24/2022,2022,0,FLA,WSN,1452.762203,1437.41285
9/24/2022,2022,0,OAK,NYM,1446.867337,1552.566002
9/24/2022,2022,0,PHI,ATL,1525.47639,1577.9962
9/24/2022,2022,0,NYY,BOS,1567.504404,1495.161942
9/23/2022,2022,0,LAD,STL,1620.614443,1540.994637
9/23/2022,2022,0,OAK,NYM,1449.496764,1549.936576
9/23/2022,2022,0,ARI,SFG,1489.543664,1513.940824
9/23/2022,2022,0,MIN,ANA,1489.655462,1477.340021
9/23/2022,2022,0,KCR,SEA,1453.929971,1539.830583
9/23/2022,2022,0,COL,SDP,1456.101732,1518.01728
9/23/2022,2022,0,CHW,DET,1507.894357,1444.815208
9/23/2022,2022,0,TEX,CLE,1469.434683,1529.048338
9/23/2022,2022,0,TBD,TOR,1547.974294,1541.12023
9/23/2022,2022,0,PHI,ATL,1521.018368,1582.454222
9/23/2022,2022,0,NYY,BOS,1566.598712,1496.067635
9/23/2022,2022,0,BAL,HOU,1497.790993,1587.930798
9/23/2022,2022,0,FLA,WSN,1450.772204,1439.402849
9/23/2022,2022,0,CIN,MIL,1460.592972,1516.80084
9/23/2022,2022,0,PIT,CHC,1424.485127,1466.388818
9/22/2022,2022,0,LAD,ARI,1619.906757,1490.25135
9/22/2022,2022,0,CHW,CLE,1509.724388,1527.218307
9/22/2022,2022,0,PHI,ATL,1519.423389,1584.049201
9/22/2022,2022,0,NYY,BOS,1565.684474,1496.981872
9/22/2022,2022,0,BAL,HOU,1495.539501,1590.182291
9/22/2022,2022,0,TBD,TOR,1545.262216,1543.832309
9/22/2022,2022,0,CIN,MIL,1462.936185,1514.457627
9/22/2022,2022,0,PIT,CHC,1425.838035,1465.03591
9/22/2022,2022,0,SDP,STL,1519.525245,1539.486671
9/22/2022,2022,0,OAK,SEA,1451.525399,1537.801948
9/22/2022,2022,0,COL,SFG,1457.924542,1512.118014
9/22/2022,2022,0,KCR,MIN,1451.652631,1491.932802
9/22/2022,2022,0,TEX,ANA,1467.820199,1478.954505
9/21/2022,2022,0,LAD,ARI,1624.870843,1485.287264
9/21/2022,2022,0,SDP,STL,1518.044712,1540.967205
9/21/2022,2022,0,OAK,SEA,1449.80116,1539.526187
9/21/2022,2022,0,COL,SFG,1460.465074,1509.577482
9/21/2022,2022,0,KCR,MIN,1449.339399,1494.246033
9/21/2022,2022,0,CHW,CLE,1513.142257,1523.800438
9/21/2022,2022,0,TEX,ANA,1465.047342,1481.727362
9/21/2022,2022,0,NYY,PIT,1563.381486,1428.141024
9/21/2022,2022,0,BAL,DET,1492.844754,1447.509955
9/21/2022,2022,0,PHI,TOR,1518.016139,1545.23956
9/21/2022,2022,0,TBD,HOU,1547.38984,1588.054666
9/21/2022,2022,0,FLA,CHC,1452.281545,1463.526568
9/21/2022,2022,0,CIN,BOS,1460.188939,1499.729118
9/21/2022,2022,0,MIL,NYM,1510.907129,1553.487073
9/21/2022,2022,0,ATL,WSN,1586.359066,1437.092984
9/20/2022,2022,0,LAD,ARI,1628.754251,1481.403856
9/20/2022,2022,0,SDP,STL,1514.955958,1544.055959
9/20/2022,2022,0,OAK,SEA,1446.982389,1542.344958
9/20/2022,2022,0,COL,SFG,1462.353163,1507.689393
9/20/2022,2022,0,KCR,MIN,1447.857322,1495.728111
9/20/2022,2022,0,CHW,CLE,1515.479285,1521.46341
9/20/2022,2022,0,TEX,ANA,1467.244075,1479.530629
9/20/2022,2022,0,MIL,NYM,1512.679174,1551.715028
9/20/2022,2022,0,ATL,WSN,1585.781251,1437.670799
9/20/2022,2022,0,NYY,PIT,1562.752626,1428.769884
9/20/2022,2022,0,BAL,DET,1494.569091,1445.785618
9/20/2022,2022,0,PHI,TOR,1521.688642,1541.567056
9/20/2022,2022,0,TBD,HOU,1550.258068,1585.186438
9/20/2022,2022,0,FLA,CHC,1453.806761,1462.001352
9/20/2022,2022,0,CIN,BOS,1461.93359,1497.984467
9/20/2022,2022,0,LAD,ARI,1628.117324,1482.040783
9/19/2022,2022,0,LAD,ARI,1627.114012,1483.044095
9/19/2022,2022,0,COL,SFG,1464.269523,1505.773033
9/19/2022,2022,0,MIL,NYM,1515.573524,1548.820678
9/19/2022,2022,0,ATL,WSN,1584.834023,1438.618027
9/19/2022,2022,0,BAL,DET,1500.817769,1439.53694
9/19/2022,2022,0,TBD,HOU,1552.838725,1582.605781
9/19/2022,2022,0,FLA,CHC,1450.268476,1465.539637
9/19/2022,2022,0,ANA,SEA,1483.012055,1538.863532
9/19/2022,2022,0,CLE,MIN,1518.45429,1498.737231
9/18/2022,2022,0,SFG,LAD,1506.723436,1626.16361
9/18/2022,2022,0,ARI,SDP,1485.936441,1512.063612
9/18/2022,2022,0,ANA,SEA,1480.03663,1541.838957
9/18/2022,2022,0,CHC,COL,1467.081698,1462.727462
9/18/2022,2022,0,STL,CIN,1547.219788,1458.769761
9/18/2022,2022,0,MIL,NYY,1518.043775,1560.282375
9/18/2022,2022,0,HOU,OAK,1580.628536,1448.959634
9/18/2022,2022,0,NYM,PIT,1547.482692,1430.107869
9/18/2022,2022,0,CLE,MIN,1521.019011,1496.17251
9/18/2022,2022,0,TOR,BAL,1543.268184,1499.116641
9/18/2022,2022,0,WSN,FLA,1440.586319,1448.300184
9/18/2022,2022,0,BOS,KCR,1494.610796,1451.230992
9/18/2022,2022,0,ATL,PHI,1583.277224,1523.245441
9/18/2022,2022,0,TBD,TEX,1551.682269,1468.400532
9/18/2022,2022,0,DET,CHW,1442.215339,1512.800886
9/17/2022,2022,0,ANA,SEA,1478.429741,1543.445846
9/17/2022,2022,0,SFG,LAD,1508.745477,1624.141569
9/17/2022,2022,0,ARI,SDP,1487.721594,1510.278458
9/17/2022,2022,0,ATL,PHI,1582.306377,1524.216288
9/17/2022,2022,0,STL,CIN,1546.373029,1459.61652
9/17/2022,2022,0,NYM,PIT,1546.122657,1431.467905
9/17/2022,2022,0,MIL,NYY,1515.580805,1562.745345
9/17/2022,2022,0,HOU,OAK,1584.28231,1445.30586
9/17/2022,2022,0,CLE,MIN,1519.883294,1497.308227
9/17/2022,2022,0,TBD,TEX,1550.017316,1470.065485
9/17/2022,2022,0,DET,CHW,1443.36222,1511.654005
9/17/2022,2022,0,BOS,KCR,1499.945058,1445.896731
9/17/2022,2022,0,WSN,FLA,1438.812681,1450.073823
9/17/2022,2022,0,TOR,BAL,1541.585245,1500.79958
9/17/2022,2022,0,CHC,COL,1469.140523,1460.668637
9/17/2022,2022,0,STL,CIN,1544.754655,1461.234894
9/17/2022,2022,0,CLE,MIN,1517.715043,1499.476477
9/16/2022,2022,0,SFG,LAD,1510.810179,1622.076867
9/16/2022,2022,0,ARI,SDP,1492.058921,1505.941131
9/16/2022,2022,0,ANA,SEA,1476.806417,1545.06917
9/16/2022,2022,0,STL,CIN,1543.884792,1462.104758
9/16/2022,2022,0,MIL,NYY,1514.011298,1564.314852
9/16/2022,2022,0,HOU,OAK,1582.93553,1446.65264
9/16/2022,2022,0,ATL,PHI,1580.177243,1526.345422
9/16/2022,2022,0,TBD,TEX,1552.002728,1468.080073
9/16/2022,2022,0,NYM,PIT,1545.388644,1432.201918
9/16/2022,2022,0,DET,CHW,1441.763728,1513.252497
9/16/2022,2022,0,CLE,MIN,1516.54667,1500.64485
9/16/2022,2022,0,BOS,KCR,1498.952074,1446.889715
9/16/2022,2022,0,TOR,BAL,1539.875725,1502.5091
9/16/2022,2022,0,WSN,FLA,1437.446731,1451.439773
9/16/2022,2022,0,CHC,COL,1467.892768,1461.916392
9/15/2022,2022,0,ARI,SDP,1489.545694,1508.454359
9/15/2022,2022,0,STL,CIN,1545.835512,1460.154037
9/15/2022,2022,0,MIN,KCR,1499.650451,1447.884114
9/15/2022,2022,0,NYM,PIT,1543.620953,1433.969609
9/15/2022,2022,0,HOU,OAK,1581.904476,1447.683694
9/15/2022,2022,0,FLA,PHI,1449.180876,1528.604318
9/15/2022,2022,0,TOR,TBD,1545.022815,1546.855638
9/15/2022,2022,0,CLE,CHW,1520.201227,1509.597941
9/14/2022,2022,0,ARI,LAD,1487.027103,1624.595457
9/14/2022,2022,0,TEX,OAK,1469.679087,1446.08468
9/14/2022,2022,0,STL,MIL,1544.017943,1515.828867
9/14/2022,2022,0,MIN,KCR,1497.78223,1449.752335
9/14/2022,2022,0,NYM,CHC,1546.740711,1464.77301
9/14/2022,2022,0,BOS,NYY,1500.448515,1562.818411
9/14/2022,2022,0,TOR,TBD,1542.614287,1549.264166
9/14/2022,2022,0,WSN,BAL,1439.732214,1500.223616
9/14/2022,2022,0,FLA,PHI,1451.636388,1526.148807
9/14/2022,2022,0,SEA,SDP,1542.680481,1510.843047
9/14/2022,2022,0,SFG,ATL,1508.115554,1582.871868
9/14/2022,2022,0,CHW,COL,1512.40745,1459.106883
9/14/2022,2022,0,DET,HOU,1442.577771,1581.090433
9/14/2022,2022,0,CLE,ANA,1518.840217,1478.167427
9/14/2022,2022,0,CIN,PIT,1464.133695,1429.989951
9/13/2022,2022,0,SFG,ATL,1510.321806,1580.665616
9/13/2022,2022,0,SEA,SDP,1544.955128,1508.5684
9/13/2022,2022,0,ARI,LAD,1488.588906,1623.033655
9/13/2022,2022,0,CHW,COL,1511.097652,1460.416681
9/13/2022,2022,0,TEX,OAK,1468.537189,1447.226578
9/13/2022,2022,0,STL,MIL,1547.181305,1512.665505
9/13/2022,2022,0,MIN,KCR,1496.171609,1451.362956
9/13/2022,2022,0,NYM,CHC,1549.91615,1461.597571
9/13/2022,2022,0,BOS,NYY,1501.636043,1561.630882
9/13/2022,2022,0,TOR,TBD,1539.814908,1552.063545
9/13/2022,2022,0,WSN,BAL,1440.975595,1498.980236
9/13/2022,2022,0,FLA,PHI,1452.829312,1524.955883
9/13/2022,2022,0,DET,HOU,1443.875037,1579.793167
9/13/2022,2022,0,CIN,PIT,1465.817575,1428.306072
9/13/2022,2022,0,CLE,ANA,1517.461887,1479.545757
9/13/2022,2022,0,TOR,TBD,1541.701492,1550.176961
9/13/2022,2022,0,CIN,PIT,1469.507719,1424.615928
9/12/2022,2022,0,SFG,ATL,1508.624793,1582.362629
9/12/2022,2022,0,ARI,LAD,1490.616421,1621.00614
9/12/2022,2022,0,NYM,CHC,1553.149202,1458.364519
9/12/2022,2022,0,FLA,TEX,1450.206955,1471.159546
9/12/2022,2022,0,TOR,TBD,1540.400525,1551.477928
9/12/2022,2022,0,DET,HOU,1446.070234,1577.59797
9/12/2022,2022,0,CIN,PIT,1472.336743,1421.786903
9/12/2022,2022,0,CLE,ANA,1516.390437,1480.617207
9/12/2022,2022,0,FLA,TEX,1451.681118,1469.685384
9/11/2022,2022,0,CHC,SFG,1460.055382,1506.93393
9/11/2022,2022,0,SEA,ATL,1543.444455,1583.873303
9/11/2022,2022,0,SDP,LAD,1511.592736,1617.981803
9/11/2022,2022,0,OAK,CHW,1442.974434,1515.349796
9/11/2022,2022,0,COL,ARI,1463.553621,1487.479481
9/11/2022,2022,0,TEX,TOR,1467.184122,1542.901786
9/11/2022,2022,0,MIN,CLE,1498.373161,1514.188885
9/11/2022,2022,0,MIL,CIN,1511.551794,1473.450455
9/11/2022,2022,0,KCR,DET,1449.058082,1448.375108
9/11/2022,2022,0,HOU,ANA,1575.277494,1482.937683
9/11/2022,2022,0,FLA,NYM,1454.148565,1550.681755
9/11/2022,2022,0,PIT,STL,1422.712499,1546.255709
9/11/2022,2022,0,NYY,TBD,1558.708939,1554.399871
9/11/2022,2022,0,PHI,WSN,1523.806722,1442.124756
9/11/2022,2022,0,BAL,BOS,1500.464488,1500.151791
9/10/2022,2022,0,SEA,ATL,1541.439671,1585.878086
9/10/2022,2022,0,SDP,LAD,1513.523429,1616.05111
9/10/2022,2022,0,COL,ARI,1461.478007,1489.555095
9/10/2022,2022,0,PIT,STL,1423.938481,1545.029727
9/10/2022,2022,0,MIN,CLE,1500.173365,1512.38868
9/10/2022,2022,0,MIL,CIN,1509.458104,1475.544144
9/10/2022,2022,0,HOU,ANA,1579.619344,1478.595833
9/10/2022,2022,0,TEX,TOR,1469.247215,1540.838693
9/10/2022,2022,0,FLA,NYM,1457.164223,1547.666097
9/10/2022,2022,0,PHI,WSN,1522.384262,1443.547216
9/10/2022,2022,0,BAL,BOS,1506.477132,1494.139147
9/10/2022,2022,0,KCR,DET,1451.864708,1445.568482
9/10/2022,2022,0,OAK,CHW,1446.313021,1512.011208
9/10/2022,2022,0,CHC,SFG,1462.148804,1504.840508
9/10/2022,2022,0,NYY,TBD,1555.412571,1557.696239
9/9/2022,2022,0,SEA,ATL,1543.192754,1584.125004
9/9/2022,2022,0,SDP,LAD,1511.592472,1617.982067
9/9/2022,2022,0,OAK,CHW,1447.895501,1510.428728
9/9/2022,2022,0,COL,ARI,1459.371304,1491.661798
9/9/2022,2022,0,MIN,CLE,1501.610103,1510.951943
9/9/2022,2022,0,MIL,CIN,1513.582,1471.420248
9/9/2022,2022,0,KCR,DET,1456.26847,1441.16472
9/9/2022,2022,0,HOU,ANA,1578.82841,1479.386766
9/9/2022,2022,0,TEX,TOR,1470.389128,1539.69678
9/9/2022,2022,0,PHI,WSN,1521.202868,1444.72861
9/9/2022,2022,0,NYY,TBD,1557.356209,1555.752602
9/9/2022,2022,0,BAL,BOS,1505.279533,1495.336746
9/9/2022,2022,0,FLA,NYM,1454.286531,1550.543789
9/9/2022,2022,0,PIT,STL,1419.315546,1549.652662
9/9/2022,2022,0,CHC,SFG,1460.155091,1506.834221
9/8/2022,2022,0,OAK,CHW,1452.431323,1505.892907
9/8/2022,2022,0,MIL,SFG,1511.893274,1508.522947
9/8/2022,2022,0,NYY,MIN,1559.133656,1499.832656
9/8/2022,2022,0,PHI,FLA,1523.074132,1452.415266
9/8/2022,2022,0,MIL,SFG,1510.587791,1509.82843
9/8/2022,2022,0,CHC,CIN,1461.633255,1469.942084
9/8/2022,2022,0,STL,WSN,1554.149921,1440.231351
9/7/2022,2022,0,SDP,ARI,1509.609541,1493.644729
9/7/2022,2022,0,KCR,CLE,1454.737776,1512.482637
9/7/2022,2022,0,HOU,TEX,1578.070882,1471.146656
9/7/2022,2022,0,NYY,MIN,1556.794806,1502.171506
9/7/2022,2022,0,STL,WSN,1553.418532,1440.96274
9/7/2022,2022,0,CHC,CIN,1465.208957,1466.366382
9/7/2022,2022,0,BAL,TOR,1507.429894,1537.546419
9/7/2022,2022,0,PHI,FLA,1522.142595,1453.346804
9/7/2022,2022,0,TBD,BOS,1554.749252,1496.340096
9/7/2022,2022,0,PIT,NYM,1422.223079,1547.636256
9/7/2022,2022,0,SEA,CHW,1546.008759,1503.076902
9/7/2022,2022,0,LAD,SFG,1616.504802,1511.305696
9/7/2022,2022,0,ANA,DET,1481.119084,1439.432402
9/7/2022,2022,0,OAK,ATL,1454.078273,1582.478054
9/7/2022,2022,0,COL,MIL,1456.652908,1513.306186
9/7/2022,2022,0,NYY,MIN,1555.804596,1503.161716
